매장명,매장주소
본죽 화성시청점,"경기도 화성시 남양읍 시청로 109 ,103호"
본도시락 안성점,경기도 안성시 아양로 4 1층 (석정동)
본죽 용인양지점,경기도 용인시 처인구 양지면 양지로 156
본죽 경기광주신현점,경기도 광주시 오포읍 신현로 51
본도시락 용인역북점,경기도 용인시 처인구 명지로60번길 8-14 (역북동) 1층
본죽 수원연무점,경기도 수원시 장안구 연무로 48-2 (연무동)
본죽 안산부곡점,경기도 안산시 상록구 부곡로 118
본죽 군포G샘병원점,경기도 군포시 군포로 581 (당동) 1층
본죽 남양주호평점,경기도 남양주시 늘을1로16번길 29 (호평동) 늘봄빌딩 107호
본 죽&비빔밥 파주운정신도시점,경기도 파주시 미래로 369-71 동방프라자 1층 106호
본도시락 역곡점,"경기도 부천시 지봉로 100 (역곡동, 청호빌딩) 1층"
본죽 일산중산점,경기도 고양시 일산동구 중산로 244 (중산동) 고은프라자 106호
본도시락 의정부시청점,"경기도 의정부시 둔야로33번길 22, 지상1층"
본죽 양주GS자이점,경기도 양주시 삼숭로38번길 71 (삼숭동) 양주프라자 2상가 제2층
본죽 평택이충동점,경기도 평택시 송탄로40번길 79-26 (이충동) 굿스마트빌 101호
본 죽&비빔밥 병점진안점,경기도 화성시 효행로 1059 (진안동)
본 죽&비빔밥 동탄청계점,경기도 화성시 동탄대로시범길 148-54 (청계동) A동 201호
본죽 파주금릉역점,경기도 파주시 금빛로 27 광장프라자 1층106호 (금촌동)
본죽 시흥정왕역점,경기도 시흥시 마유로418번길 24 (정왕동) 101호
본도시락 안산선부점,"경기도 안산시 단원구 달미로 64 (선부동, 롯데마트) 상가동113호"
본죽 명학역점,경기도 안양시 만안구 안양로 145
본 죽&비빔밥 판교역점,경기도 성남시 분당구 대왕판교로606번길 31 (삼평동) 112호~114호
본죽 시흥하상동점,경기도 시흥시 연성로 93 금호프라자(하상2길 15) 106호
본죽 수원한일타운점,경기도 수원시 장안구 송원로 83 (조원동) 메가플러스3차 113호
본죽 부천중동점,"경기도 부천시 소향로 135 (중동, 부일빌딩) 1층 107호"
본 죽&비빔밥 수원역사직영점,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)"
본죽 수원권선롯데마트점,"경기도 수원시 권선구 세권로304번길 62 (권선동, 베스토아) 114-1호"
본도시락 수원역점,"경기도 수원시 팔달구 매산로 51 (매산로2가, 동인트루빌3오피스텔) 1층 103호"
본죽 오산궐동점,경기도 오산시 궐리사로 53
본죽 용인신봉점,경기도 용인시 수지구 신봉2로 3 (신봉동) 107호
본도시락 성남시청점,경기도 성남시 중원구 양현로405번길 7 신야탑푸르지오시티2
본 죽&비빔밥 분당롯데점,경기도 성남시 분당구 백현로101번길 12 (수내동) 세인프라자 106호
본도시락 용인기흥구청점,"경기도 용인시 기흥구 구갈로60번길 1 (구갈동, 오래메디칼센타) 1층 103호"
본죽 경기평택점,경기도 평택시 중앙2로 26 (평택동) 1층
본죽 평촌학원가점,"경기도 안양시 동안구 평촌대로 140 (평촌동, 아트상가빌딩) 103호"
본도시락 안산고잔점,경기도 안산시 단원구 광덕대로 130 101호
본 죽&비빔밥 미사센트럴점,"경기도 하남시 미사강변대로 80 (풍산동, 그린프라자) 104호"
본도시락 광명사거리역점,경기도 광명시 오리로 1013 (광명동)
본 죽&비빔밥 경기광주점,경기도 광주시 광주대로 11-26 (역동) 1층
본 죽&비빔밥 안산상공회의소점,"경기도 안산시 단원구 적금로 120 (고잔동, 안산상공회의소)"
본 죽&비빔밥 위례창곡점,"경기도 성남시 수정구 위례동로 147 (창곡동, 위례건아타워)"
본죽 의정부낙양점,"경기도 의정부시 용민로 407 (낙양동, 한덕프라자) 101호"
본도시락 모란점,경기도 성남시 중원구 제일로 41 (성남동) 1층
본죽 용인기흥점,"경기도 용인시 기흥구 덕영대로2077번길 16 (영덕동, 대정프라자) 106호"
본죽 수원권선시장점,경기도 수원시 권선구 세권로 190 (권선동) 1층
본 죽&비빔밥 향남2지구점,경기도 화성시 향남읍 상신하길로328번길 8-13 106호
본도시락 오산세교점,경기도 오산시 문헌공로 9 (금암동) G플레이스 108호
본죽 여주가남점,경기도 여주시 가남읍 태평로 40
본죽 동탄영천점,경기도 화성시 동탄순환대로702번지 성산타워B102호
본 죽&비빔밥 파주산내마을점,경기도 파주시 책향기로 573 (목동동) 월드타워3 111호
본도시락 파주운정점,경기도 파주시 미래로 369-58 (동패동) 삼융프라자II 101호
본죽 안산성포동점,경기도 안산시 상록구 화랑로 514 (성포동) 119호
본도시락 동탄점,"경기도 화성시 메타폴리스로 47-7 (반송동, 서해더블루) 서해그랑블 110호"
본도시락 오산시청점,경기도 오산시 성호대로 130 (원동) 중앙시티월 118호
본죽 분당오리무지개점,경기도 성남시 분당구 구미로 60 (구미동)
본죽 구리토평점,경기도 구리시 장자대로 74 (수택동) 새롬프라자8차 110호
본 죽&비빔밥 의정부민락중앙점,경기도 의정부시 천보로 38 (민락동) 파스텔시티 116호
본죽 수원망포점,"경기도 수원시 영통구 영통로 136 (망포동, 센트럴타워) 118-1호"
본 죽&비빔밥 부천상동점,"경기도 부천시 상동로 84 (상동, 영플러스) 105, 106호"
본죽 여주점봉점,경기도 여주시 세종로 391 (점봉동) 1층
본죽 화성봉담점,경기도 화성시 봉담읍 동화길 91 웅신아트플라자 103호
본도시락 수원망포역점,경기도 수원시 영통구 영통로 169 (망포동) 1층
본죽 동탄한림대병원점,"경기도 화성시 삼성1로 150 (석우동, 석진 파아란 오피스텔) 114호"
본 죽&비빔밥 대화역점,"경기도 고양시 일산서구 강성로 247 (대화동, 명진프라자빌딩) 107호"
본죽 수원오목천점,경기도 수원시 권선구 오목천로 59 1층 102호(오목천동)
본도시락 용인동백점,경기도 용인시 기흥구 동백5로 23 (중동) 동백명진프라자 1층 101호
본죽 분당미금점,경기도 성남시 분당구 돌마로 79 (금곡동) 썬프라자 105호
본도시락 하남시청점,"경기도 하남시 하남대로 747,1층 151호 (신장동,하남두산위브파크)"
본도시락 일산원마운트점,경기도 고양시 일산서구 한류월드로 300 원마운트 1228호
본죽 산본제일병원점,경기도 군포시 산본로 394 대림프라자 1층 105호
본죽 일산탄현점,경기도 고양시 일산서구 일현로 56 (탄현동) 삼정프라자 110호
본도시락 한세대점,"경기도 군포시 고산로151번길 8 (당정동, 당정메디컬빌딩) 당정메디컬빌딩 106호"
본 죽&비빔밥 수원영통벽적골점,"경기도 수원시 영통구 덕영대로1555번길 16 (영통동, 벽적골롯데아파트) 벽적골롯데아파트상가 135호"
본 죽&비빔밥 분당야탑점,"경기도 성남시 분당구 야탑로69번길 8 (야탑동, 한주코아) 101호"
본도시락 시흥정왕점,"경기도 시흥시 중심상가로 161 (정왕동, 그라미아빌딩) 104호"
본 죽&비빔밥 시흥목감조남점,경기도 시흥시 목감남서로 9-27 (조남동) 키움프라자 112호
본죽 안산고잔이마트점,경기도 안산시 단원구 원포공원1로 35 단원프라자 107호
본 죽&비빔밥 안양덕천래미안점,"경기도 안양시 만안구 태평로60번길 42 (안양동, 센트럴타워2) 105호"
본죽 용인보라점,경기도 용인시 기흥구 사은로 116 현대프라자 106호
본도시락 김포풍무점,경기도 김포시 승가로 4 1층 (풍무동)
본죽 김포전원마을점,경기도 김포시 김포한강11로 133 (장기동) 중앙프라자 102호
본 죽&비빔밥 성남상대원점,경기도 성남시 중원구 희망로 336 (상대원동)
본죽 파주운정점,"경기도 파주시 미래로 622 (와동동, 대흥프라자) 108호"
본죽 의정부신곡점,"경기도 의정부시 발곡로 24,서울프라자 1층"
본도시락 김포장기점,"경기도 김포시 초당로16번길 102-3 (장기동, 조은타워투)"
본죽 군포당동점,경기도 군포시 고산로 256 금강프라자 102호
본죽 일산풍동점,"경기도 고양시 일산동구 숲속마을1로 76 (풍동, 힘찬프라자) 105호"
본죽 김포구래점,경기도 김포시 김포한강9로76번길 41 (구래동) 연세프라자 107호
본죽 부천송내역점,경기도 부천시 원미구 부일로205번길 54 (상동) 상동아크로텔 116호
본죽 시흥정왕1동점,경기도 시흥시 중심상가로 326 엘림빌딩 101호
본죽 안산사동점,"경기도 안산시 상록구 감골2로 43 (사동, 요진아파트요진중심상가)"
본죽 문산당동점,경기도 파주시 문산읍 방촌로 1719 센터프라자 105호
본 죽&비빔밥 광명소하지구점,경기도 광명시 금하로 464 (소하동) 메이저리치안 102호
본도시락 미금점,경기도 성남시 분당구 성남대로172번길 12 (금곡동) 현대아리온오피스텔 1층 4호
본 죽&비빔밥 미사점,"경기도 하남시 미사강변대로 216 (망월동, 한강트윈프라자2) 103호"
본도시락 시흥배곧점,"경기도 시흥시 서울대학로264번길 44-4 (정왕동, 에스프라자) 104호"
본도시락 안양평촌점,"경기도 안양시 동안구 시민대로327번길 6 (관양동, W에이스타워) 119호"
본 죽&비빔밥 용인역북점,경기도 용인시 처인구 명지로40번길 4 (역북동) 1층 103호
본 죽&비빔밥 동탄역점,경기도 화성시 동탄대로 489 (오산동) 동탄우성KTX타워 112호
본죽 양평용문점,경기도 양평군 용문면 용문로 377
본 죽&비빔밥 광교아브뉴프랑점,경기도 수원시 영통구 센트럴타운로 85 광교c1호반베르디움
본 죽&비빔밥 성남모란시장점,경기도 성남시 중원구 성남대로 1133 성남 메트로칸
본죽 산본사거리점,"경기도 군포시 금산로 109 (산본동, 산본두성프라자) 101호"
본죽 안양석수역점,"경기도 안양시 만안구 연현로 101 (석수동, 연현씨티빌) 연현시티빌 1층"
본죽 수원대점,경기도 화성시 봉담읍 와우로 90 토마토쇼핑상가
본죽 평택용죽점,경기 평택시 용죽3로 17 (용이동) 102호
본 죽&비빔밥 경기안중점,경기도 평택시 안중읍 안현로서6길 56
본설렁탕 시흥정왕점,"경기도 시흥시 정왕대로 184 (정왕동, 한성타운) 106~109호"
본도시락 안양인덕원점,경기도 의왕시 봇들2길 12 (포일동) 102호
본죽 의왕내손점,경기도 의왕시 계원대학로 14 계원프라자 102호
본죽 의정부망월사역점,경기도 의정부시 평화로 156 (호원동) 신일상가103호
본죽 수원호매실홈플러스점,경기도 수원시 권선구 금곡로 206 일반상업지역 4-1-1 1층 117호
본 죽&비빔밥 동백중앙점,경기도 용인시 기흥구 동백중앙로 269 벤포스타1층
본죽 일산웨스턴돔점,경기도 고양시 일산동구 정발산로 24 (장항동) 웨스턴돔 A동 111호
본죽 고양삼송점,경기도 고양시 덕양구 삼송로 88 (삼송동) 326오성프라자 104호
본죽 하남풍산점,경기도 하남시 덕풍동로 111-15 (덕풍동) 리치플러스 하남센터 112호
본 죽&비빔밥 일산라페스타점,경기도 고양시 일산동구 무궁화로 37 (장항동) 노블리제 제1층
본 죽&비빔밥 부천원종동점,경기도 부천시 소사로 742 (원종동)
본도시락 광명소하점,경기도 광명시 한내로13번길 6-5
본죽 용인수지점,경기도 용인시 수지구 풍덕천로 122
본죽 수원화서역점,경기도 수원시 팔달구 덕영대로 695 (화서동) 화서프라자 1층
본죽 군포당동2지구점,경기도 군포시 삼성로20번길 4-6
본죽 용인둔전점,경기도 용인시 처인구 포곡읍 포곡로 113 상일빌딩
본 죽&비빔밥 부천시청점,"경기도 부천시 길주로 219 (중동, 드림빌딩) 104호"
본죽 남양주진접롯데시네마점,경기도 남양주시 진접읍 해밀예당1로 30-9 폴리프라자 1층
본도시락 포천송우리점,"경기도 포천시 소흘읍 송우로 75 108,109호"
본죽 수원인계삼성래미안점,경기도 수원시 팔달구 권광로 270 형석빌딩(인계동 365)
본죽 안양호계사거리점,경기도 안양시 동안구 경수대로 547 (호계동) 1층959-19 1층
본 죽&비빔밥 안산중앙점,경기도 안산시 단원구 예술대학로 17(고잔동) 중앙노블레스 125호
본죽 안산선부점,경기도 안산시 단원구 선부광장1로 56 1층 111호
본죽 안양동편마을점,경기도 안양시 동안구 동편로 27번길 37
본도시락 수원권선점,경기도 수원시 권선구 세권로304번길 52 (권선동)
본죽 파주교하점,경기도 파주시 청석로 260 (동패동) 트리플메디컬타워 1층 106
본죽 남양주퇴계원점,경기도 남양주시 퇴계원면 퇴계원로 21
본도시락 과천점,경기도 과천시 새술막길 38 (중앙동) 중앙상가 제 1층 104호
본도시락 일산대화점,"경기도 고양시 일산서구 일산로 757 (대화동, 동남아트월드) 1층"
본죽 수원고색동점,경기도 수원시 권선구 매송고색로 697 (고색동)
본도시락 수원영통점,경기 수원시 영통구 반달로7번길 16 이플러스빌딩 1층 109호
본도시락 일산마두점,경기도 고양시 일산동구 중앙로 1130 올리브상가 B동 102호
본 죽&비빔밥 분당제생병원점,경기도 성남시 분당구 서현로180번길 13 (서현동) 서현프라자
본도시락 수원인계점,경기도 수원시 팔달구 권광로 211 동수원메디뷰
본도시락 안양범계점,경기도 안양시 동안구 시민대로131번길 9
본도시락 여주점,경기도 여주시 세종로 67
본도시락 송탄점,경기도 평택시 서정북로 133 (서정동)
본도시락 송내점,경기 부천시 부일로221번길 31
본도시락 김포사우점,경기도 김포시 사우중로 87
본죽 김포장기점,경기도 김포시 김포한강1로51번길 28 (장기동) 레드클로벌 1동 102호
본죽 광명사거리점,경기도 광명시 광명로 890 (광명동) 대명프라자 1층
본죽 부천약대점,경기도 부천시 원미구 중동로 383 (약대동)
본죽 성남시청점,경기도 성남시 수정구 수정로 208 (신흥동) 메드위즈빌딩 1층
본죽 고양행신역점,경기도 고양시 덕양구 충경로 38 (행신동) 진일프라자 115호
본죽 안성공도점,경기 안성시 공도읍 공도로 83 (만정리) 1층
본죽 수원원천점,경기도 수원시 영통구 중부대로448번길 96 (원천동) 108호
본죽 안양박달비발디점,경기도 안양시 만안구 박달로 431 (박달동) 청암빌딩 104호
본 죽&비빔밥 용인동아솔레시티점,경기도 용인시 기흥구 보정로 32 (보정동) 지젤스포츠클럽 1층
본죽 부천송내남부역점,경기도 부천시 소사구 송내대로 32 (송내동) 솔가람빌딩 1층
본죽 용인광교역점,경기도 용인시 수지구 광교마을로 54 (상현동)
본죽 수원영통점,경기도 수원시 영통구 매영로345번길 7 (영통동) 트리플렉스
본죽 분당효자촌점,경기도 성남시 분당구 돌마로 478 (서현동)
본죽 성남하대원점,경기도 성남시 중원구 둔촌대로 285 (하대원동)
본죽 분당서현점,경기도 성남시 분당구 분당로53번길 21 (서현동) 산호프라자 1층
본죽 수원곡반정동점,경기도 수원시 권선구 곡선로 38 (곡반정동)
본죽 시흥정왕4동점,"경기 시흥시 함송로 24 (정왕동, 세종프라자) 본죽 시흥정왕4동점"
본죽 마북연원마을점,"경기 용인시 기흥구 용구대로 2398 (마북동, 연원마을벽산아파트) 벽산아파트주상가 105-2호"
본죽 포천송우점,경기도 포천시 소흘읍 송우로 38
본죽 공도진사점,경기도 안성시 공도읍 진사길 16
본 죽&비빔밥 평촌점,경기도 안양시 동안구 관평로 170번길 33 104호
본 죽&비빔밥 수원매산점,경기도 수원시 팔달구 갓매산로 51 (매산로2가) 106호
본 죽&비빔밥 범계역점,경기도 안양시 동안구 시민대로 171 (비산동) 금강벤처텔 107호
본 죽&비빔밥 김포운양점,경기도 김포시 김포한강11로 288-27 한강프라자 112호
본 죽&비빔밥 향남점,"경기도 화성시 향남읍 발안로 112 104호 (행정리,삼성프라자)"
본죽 양평점,경기도 양평군 양평읍 시민로 15
본죽 병점역점,경기도 화성시 병점2로 12 (병점동) 103호
본죽 발안점,경기도 화성시 향남읍 삼천병마로 206 1층 2호
본죽 평택포승점,경기도 평택시 포승읍 여술로43번길 5
본죽 봉일천점,경기도 파주시 조리읍 봉천로 36-1
본죽 의정부녹양점,경기도 의정부시 비우로 89 (녹양동)
본죽 의정부백병원점,경기도 의정부시 금신로 323 (신곡동) 외 6필지 대영프라자
본죽 의정부가능역점,경기도 의정부시 평화로 629 (의정부동)
본죽 의정부회룡역점,"경기도 의정부시 평화로 374 (호원동, 한승아파트) 한승상가 106호"
본죽 의정부역점,경기도 의정부시 행복로 19 (의정부동) 5호
본죽 의정부용현점,경기도 의정부시 용민로 76 (용현동) 송산빌딩 102호
본죽 포일2지구점,"경기도 의왕시 포일세거리로 3 (포일동, 파레사타워) 104호 본죽"
본죽 의왕삼동점,경기도 의왕시 부곡시장길 8
본죽 의왕오전점,경기도 의왕시 오전로 216
본죽 수지성복점,경기도 용인시 수지구 성복2로 51 YK타운 데이파크 B동
본죽 용인동천점,"경기도 용인시 수지구 문인로54번길 2 (동천동, 수지하우비) 상가 113호"
본죽 죽전벽산타운점,경기도 용인시 수지구 용구대로2801번길 7
본죽 용인강남대점,경기도 용인시 기흥구 강남로 7 아트프라자 101
본죽 용인상갈점,경기도 용인시 기흥구 금화로 107 그린프라자 101호
본죽 구성언남점,경기도 용인시 기흥구 구성로 93 언남프라자 1층 121호
본죽 보정동단국대점,경기도 용인시 기흥구 죽전로 50
본죽 오산갈곶점,경기도 오산시 오산로 93
본죽 여주점,경기도 여주시 여흥로 111
본죽 양주덕정점,경기도 양주시 회정로 135 (덕정동) 우창프라자 1층 104호
본죽 안양박달점,경기도 안양시 만안구 박달로 529 (박달동)
본죽 안양석수점,"경기도 안양시 만안구 충훈로 81 (석수동, 석수아이파크) 1층"
본죽 부천역곡점,경기도 부천시 소사구 경인로 512 (괴안동)
본죽 동두천점,경기도 동두천시 지행로 52 (지행동) 송내프라자 1층 106호
본죽 동두천중앙로점,경기도 동두천시 중앙로 254 (생연동)
본죽 남양주평내점,경기도 남양주시 경춘로1256번길 20 번지
본죽 별내북부점,경기도 남양주시 별내3로 318 (별내동) 리츠프라자 101호
본죽 남양주장현점,경기도 남양주시 진접읍 장현로 64 (장현로 64)
본죽 남양주오남점,경기도 남양주시 오남읍 진건오남로 511
본죽 남양주청학리점,경기도 남양주시 별내면 청학로 78 청학스파빌 117호
본죽 김포고촌점,경기도 김포시 고촌읍 김포대로 334
본죽 김포풍무점,경기도 김포시 풍무로 102 (풍무동) 외 1필지 중석빌딩
본죽 김포사우점,경기도 김포시 사우동 934
본죽 한세대점,"경기도 군포시 고산로151번길 25 (당정동, 럭키빌딩) 102호"
본죽 군포금정역점,경기도 군포시 산본천로 222 세환타워 104호
본죽 구리인창아름마을점,경기도 구리시 동구릉로85번길 9 (인창동) 동원베네스트 상가동 109호
본죽 광명2동점,경기도 광명시 광명로 965 (광명동) 103호
본죽 광명소하점,경기도 광명시 오리로 381 (소하동) 1층
본죽 과천점,경기도 과천시 별양상가2로 29 (별양동) 105호
본죽 일산백석점,경기도 고양시 일산동구 중앙로 1055 (백석동) 성우레이크하임 101호
본죽 일산후곡점,경기도 고양시 일산서구 일산로 562 (일산동) 1층 113호
본죽 일산마두역점,경기도 고양시 일산동구 중앙로 1189 (장항동) 굿모닝법조타운2 101호
본죽 고양점,경기도 고양시 덕양구 혜음로 21 (고양동)
본죽 아주대점,경기도 수원시 영통구 중부대로 259 (원천동) 예스프라자 1층
본죽 수원영통황골점,경기도 수원시 영통구 봉영로 1767 (영통동) 한솔프라자 103호
본죽 수원매탄영통구청점,경기도 수원시 영통구 효원로 393 (매탄동) 밀레니엄프라자 1층
본죽 성남중원구청점,경기도 성남시 중원구 제일로 39 (성남동)
본죽 산성역점,경기도 성남시 수정구 수정로 340 (삼성동)
본죽 가천대역점,"경기도 성남시 수정구 태평로 3 (태평동, SM해그린)"
본죽 동판교점,경기도 성남시 분당구 판교로 374 (삼평동) 스타식스코아2 104호
본죽 안양샘병원점,경기도 안양시 만안구 현충로48번길 63 (안양동)
본죽 안양비산동점,경기도 안양시 동안구 관악대로 157 (비산동) 두성프라자 103호
본죽 안양관양동점,경기도 안양시 동안구 관평로 327 (관양동)
본죽 안산본오1동점,경기도 안산시 상록구 석호로 306
본죽 안산일동점,경기도 안산시 상록구 일동로 25-2
본죽 안산상록수역점,"경기도 안산시 상록구 본삼로 60 (본오동, 월드아파트) 본죽 안산상록수역점"
본죽 안산한대역점,경기도 안산시 상록구 광덕1로 375
본죽 안산월피동점,경기도 안산시 상록구 예술광장로 11 (월피동) 삼진빌딩 102호
본죽 안산신길지구점,경기도 안산시 단원구 신길로1길 10
본죽 안산원곡점,경기도 안산시 단원구 화랑로 123 한화꿈에그린아파트 단지상가 115호
본죽 안산초지점,경기도 안산시 단원구 광덕1로 61 신명프라자
본죽 고잔화승점,경기도 안산시 단원구 광덕3로 178 화승타운 116호
본죽 경기시흥점,경기도 시흥시 비둘기공원7길 39 트윈프라자
본죽 시흥월곶점,경기도 시흥시 월곶중앙로 63 (월곶동) 101호
본죽 수원교동점,경기도 수원시 팔달구 매산로 132 (교동)
본죽 수원화서위브하늘채점,경기도 수원시 팔달구 수성로244번길 25 화서위브하늘채 제202동 105호
본죽 수원화서블루밍점,"경기도 수원시 팔달구 화양로 34 (화서동, 신우상가아파트) 1층 110호"
본죽 수원남문점,경기도 수원시 팔달구 팔달문로 2 (팔달로3가) 1층
본죽 수원인계점,경기도 수원시 팔달구 인계로166번길 48-21 (인계동) 샤르망 109호
본죽 수원북문점,경기도 수원시 장안구 정조로 926 (영화동)
본죽 수원광교역점,경기도 수원시 영통구 대학로 48 (이의동) 광교에코푸르지오A동 104호
본죽 수원경희대점,경기도 수원시 영통구 덕영대로 1689 (영통동) 예주빌딩 1층
본죽 분당정자느티마을점,경기도 성남시 분당구 느티로 71 (정자동) 105호
본죽 분당정자역점,경기도 성남시 분당구 성남대로331번길 9-6 (정자동) 108호
본죽 분당수내점,경기도 성남시 분당구 내정로 172 (수내동) 상제리제빌딩 107호
본죽 부천대성병원점,경기도 부천시 원미구 부천로 85 (심곡동)
본죽 부천성모병원점,경기도 부천시 부일로571번길 49 (소사동) 2층
본죽 부천위브더스테이트점,경기도 부천시 원미구 신흥로 150 (중동) 두산위브더스테이트몰 701동 124호
본죽 안산선부한양점,경기도 안산시 단원구 선부로 185 대흥빌딩 101호
본 죽&비빔밥 평택지산점,경기도 평택시 지산3로 57 (지산동)
본죽 용인천리점,경기도 용인시 처인구 이동면 백옥대로 628
본죽 구리수택3동점,"경기도 구리시 이문안로 81 (수택동, 구리신성미소지움) 구리신성미소지움 상가 가동"
본죽 김포감정점,경기도 김포시 중봉로 4 (감정동) 1층 10호
본 죽&비빔밥 경기광주태전점,경기도 광주시 고불로 54 (중대동) 좌측 1번째
본 죽&비빔밥 오산세교점,"경기도 오산시 수청로 197 (금암동) 103호 (금암동,백현프라자)"
본죽 장호원점,경기도 이천시 장호원읍 장감로 60
