,매장명,매장주소,lat,lng
920,본죽 울산옥동점,울산광역시 남구 문수로344번길 1 (옥동),35.5342267,129.2910961
921,본 죽&비빔밥 울산호계점,울산광역시 북구 호계로 329 문화청솔아파트상가 102호,35.6323234,129.3499304
922,본 죽&비빔밥 울산신정시장점,울산광역시 남구 중앙로 237,35.5419779,129.3110983
923,본죽 울산쌍용아진점,울산광역시 북구 신답로 36 (상안동),35.6292662,129.3441047
924,본죽 울산명덕현대점,울산광역시 동구 방어진순환도로 917,35.5230494,129.4325907
925,본죽 언양점,울산광역시 울주군 삼남면 교동리 남상평2길 2,0.0,0.0
926,본죽 울산전하점,"울산광역시 동구 전하로 37, 103동 102호",35.5125625,129.4265791
927,본 죽&비빔밥 산본학원가점[산본제일병원],"경기도 군포시 산본로 394 (산본동, 대림프라자) 105호",37.3651307,126.9297429
928,본 죽&비빔밥 신영통반월점,"경기도 화성시 영통로61번길 6 (반월동, 제일프라자) 1층",37.2355008,127.0611248
929,본 죽&비빔밥 광주회덕점,경기도 광주시 이배재로 150 (목현동) 109호 본죽&비빔밥 광주회덕점,37.42904,127.239421
930,본 죽&비빔밥 일산백마점,"경기도 고양시 일산동구 일산로 238 (마두동, 대일빌딩) 1층",37.6575096,126.7886801
931,본 죽&비빔밥 병점역점,경기도 화성시 병점2로 12 (병점동) 1층,37.2053396,127.0384314
932,본설렁탕 파주운정역점,"경기도 파주시 책향기로 836 (와동동, 아름터타워) 111호",37.7292709,126.7637605
933,본 죽&비빔밥 평택지제점,경기도 평택시 동삭1로22번길 19-6 (동삭동) 더원주차프라자 112호,37.0204917,127.0939539
934,본도시락 동탄반도체점,"경기도 화성시 삼성1로 160 (석우동, 디지털스테이션) 113호",37.2182053,127.0778933
935,본 죽&비빔밥 양주광적점,경기도 양주시 광적면 가래비길 83 (가납리) 1층,37.8238298,126.9844345
936,본 죽&비빔밥 용인죽전사거리점,"경기도 용인시 수지구 대지로 43 (죽전동, 금강프라자) 113호",37.3286455,127.1142765
937,본 죽&비빔밥 포천송우점,경기도 포천시 소흘읍 송우로 38 (송우리),37.8284909,127.144854
938,본 죽&비빔밥 안산그랑자이점,"경기도 안산시 상록구 해안로 776 (사동, 그랑시티타이 LIFE AVENUE) 102호",37.2844114,126.8315599
939,본 죽&비빔밥 의정부시청점,"경기도 의정부시 시민로 39 (의정부동, 대정프라자) 1층",37.738553,127.0394526
940,본 죽&비빔밥 시흥배곧한라점,"경기도 시흥시 배곧1로 27-15 (배곧동, 한라비발디캠퍼스) 상가3동 104호",37.3642786,126.7129077
941,본설렁탕 병점진안점,"경기도 화성시 효행로 1059 (진안동, 미래프라자) 109호",37.2147367,127.0426677
942,본 죽&비빔밥 부천옥길점,"경기도 부천시 옥길로 121 (옥길동, 씨티프라자) 104호",37.4677679,126.8223299
943,본 죽&비빔밥 의정부고산점,"경기도 의정부시 서광로 135 (산곡동, 센타프라자) 1층 103호",37.7289622,127.1109434
944,본 죽&비빔밥 여주오학점,경기도 여주시 도예로 53 (현암동),37.3081865,127.6423599
945,본설렁탕 수원아주대점,경기도 수원시 팔달구 중부대로 229 (우만동) GS타워 103호,37.2760097,127.0414076
946,본 죽&비빔밥 동탄능동점,"경기도 화성시 동탄지성로 133 (능동, 덕천프라자) 108호",37.209138,127.0607765
947,본 죽&비빔밥 시흥배곧점,"경기도 시흥시 서울대학로278번길 19-8 (배곧동, 새롬프라자) 115호",37.3698357,126.7283539
948,본 죽&비빔밥 포천점,경기도 포천시 포천로 1577 (신읍동) 1층,37.8983143,127.203807
949,본도시락 판교파미어스점,경기도 성남시 수정구 창업로 17 (시흥동) 지하1층 B105-2,37.4121779,127.0976007
950,본설렁탕 시흥시청점,"경기도 시흥시 시청로68번길 4 (장현동, 장현1 엔플러스빌) 106, 107호",37.3803562,126.8007317
951,본 죽&비빔밥 성남신시청점,경기도 성남시 중원구 성남대로997번길 25-15 (여수동) 1층 본죽&비빔밥 성남신시청점,37.4176895,127.1264343
952,본 죽&비빔밥 부천중동역점,경기도 부천시 중동로 48 (송내동) 대우프라자 1층 109호,37.4843269,126.7642489
953,본 죽&비빔밥 일산가좌점,경기도 고양시 일산서구 가좌3로 7-1 (가좌동) 나동 102호,37.6854238,126.7201881
954,본 죽&비빔밥 성남도촌점,"경기도 성남시 중원구 도촌남로 27 (도촌동, 동강프라자) 111호",37.414505,127.1506173
955,본 죽&비빔밥 용인구갈점,"경기도 용인시 기흥구 관곡로 92 (구갈동, 신건프라자) 104호",37.2805021,127.1135214
956,본 죽&비빔밥 용인신갈점,"경기도 용인시 기흥구 새천년로26번길 2 (신갈동, 센타프라자) 110호",37.2890492,127.1119587
957,본도시락 안산시청점,경기도 안산시 단원구 원고잔로 17 (고잔동) 에비뉴 큐브시티 오피스텔 1층 상가,37.3191321,126.8274978
958,본 죽&비빔밥 시흥장곡점,경기도 시흥시 장현장곡로 2 (장곡동) 103호,37.3788623,126.7892983
959,본죽 용인서천점,"경기도 용인시 기흥구 서천로 121 (서천동, 원희캐슬 서천프라자) 112호",37.2371504,127.0727242
960,본 죽&비빔밥 구리갈매점,경기도 구리시 갈매중앙로 70 (갈매동) 1층 120호,37.6305524,127.1171456
961,본 죽&비빔밥 분당정자네이버점,"경기도 성남시 분당구 정자일로 100 (정자동, 미켈란쉐르빌) 1층 본죽&비빔밥 분당정자네이버점",37.3590995,127.1069711
962,본 죽&비빔밥 안양1번가점,경기도 안양시 만안구 안양로 276 (안양동) 1층,37.3972975,126.9230585
963,(취소)본 죽&비빔밥 남양주호평알프하임점,"경기도 남양주시 백봉로 32 (호평동, 두산 알프하임) A동 상가 107호",37.6524456,127.2539757
964,본 죽&비빔밥 광교중흥점,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스) B2 11호",37.2824071,127.0582392
965,본 죽&비빔밥 곤지암점,경기도 광주시 곤지암읍 곤지암로 65 (곤지암리) 1층 본죽&비빔밥 곤지암점,37.3494687,127.3394121
966,본도시락 동탄2신도시점,경기도 화성시 동탄대로 599 (영천동) 지엘프라자 108호,37.2071863,127.0983335
967,본 죽&비빔밥 일산식사점,경기도 고양시 일산동구 위시티로 67 (식사동) 103호,37.6781255,126.8108677
968,본 죽&비빔밥 부천소사본동점,경기도 부천시 소사로 220 (소사본동) 101호,37.4778574,126.7957323
969,본설렁탕 시흥배곧점,"경기도 시흥시 서울대학로278번길 19-8 (배곧동, 새롬프라자) 1층 107호",37.3698357,126.7283539
970,본도시락 양주덕정점,경기도 양주시 독바위로 9 (덕정동) 1층,37.840385,127.0629577
971,본도시락 미사강변점,경기도 하남시 미사강변한강로 135 (망월동) 지식산업센터 나동 1층134호,37.5766518,127.1917806
972,본 죽&비빔밥 평택시청점,"경기도 평택시 평택5로20번길 39 (합정동, 합정동 타임스퀘어) 1층 제104호",36.9899939,127.1131898
973,본 죽&비빔밥 수원성빈센트병원점,"경기도 수원시 팔달구 중부대로 110 (인계동, 한라시그마팰리스) 101호",37.2774567,127.0288321
974,본 죽&비빔밥 군포부곡점,"경기도 군포시 군포첨단산업2로 4 (부곡동, 티타워) 1층",37.3258026,126.9403251
975,본설렁탕 의왕삼동점,경기도 의왕시 오봉산단3로 25 (삼동) 더리브비즈원 126호,37.3284916,126.9533489
976,본 죽&비빔밥 남양주진접더샵점,경기도 남양주시 진접읍 부평로48번길 140 (부평리) 상가 3동 106호,37.7375732,127.1979609
977,본 죽&비빔밥 분당오리무지개점,"경기도 성남시 분당구 구미로 60 (구미동, 관보쇼핑) 107호",37.337805,127.115704
978,본 죽&비빔밥 하남덕풍점,"경기도 하남시 신장로 151 (덕풍동, 대동피렌체) 105호",37.53948,127.2016294
979,본 죽&비빔밥 의정부을지대병원점,경기도 의정부시 동일로747번길 57 (금오동) 205호,37.7505471,127.0497516
980,본 죽&비빔밥 경기광주초월점,경기도 광주시 초월읍 경충대로 1083 (쌍동리) 1층,37.3737927,127.2976593
981,본설렁탕 동탄첨단점,경기도 화성시 동탄첨단산업1로 51-9 (영천동) 동탄M타워 135호,37.2141143,127.0899722
982,본 죽&비빔밥 수원화서사거리점,"경기도 수원시 팔달구 동말로78번길 3 (화서동, 한흥빌딩) 본죽&비빔밥 수원화서사거리점",37.2786454,127.0027765
983,본도시락 파주교하산내마을점,"경기도 파주시 파주로 266 (동패동, 아이비타워) 101호",37.7261531,126.7182081
984,본도시락 전곡점,경기도 연천군 전곡읍 전곡로164번길 6-1 (전곡리) 1층,38.0266737,127.068277
985,본도시락 수지성복역점,"경기도 용인시 수지구 성복2로76번길 26-3 (성복동, 드림타워) 205호",37.3152915,127.0807766
986,본 죽&비빔밥 역곡북부역점,"경기도 부천시 역곡로 24 (역곡동, 덕산빌딩) 104호",37.4873745,126.8110659
987,본 죽&비빔밥 의왕고천점,"경기도 의왕시 전주남이길 8 (오전동, 목화케이티이자리에) 1층",37.3504088,126.9755511
988,본 죽&비빔밥 평촌나눔초교점,"경기도 안양시 동안구 흥안대로414번길 34 (평촌동, 천사유치원) 1층",37.3905168,126.9759657
989,본도시락 화정점,"경기도 고양시 덕양구 화신로 263 (화정동, 브릿지타워(BRIDGE TOWER)) 2층 206호",37.6304621,126.8320507
990,본도시락 광명역점,경기도 광명시 일직로 72 (일직동) 광명무역센터(일직동) C동 117호,37.4200359,126.889187
991,본 죽&비빔밥 범계로데오점,경기도 안양시 동안구 평촌대로223번길 48 (호계동) 2층,37.3907768,126.9529595
992,본 죽&비빔밥 일산킨텍스역점,"경기도 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린) 145호",37.6659014,126.7504499
993,본 죽&비빔밥 수지상현점,"경기도 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자) b동 109호",37.3067226,127.0848651
994,본설렁탕 분당야탑점,"경기도 성남시 분당구 장미로 42 (야탑동, 야탑리더스) 제1층 제114호",37.4135005,127.1254995
995,본 죽&비빔밥 고양서정마을점,"경기도 고양시 덕양구 중앙로 450 (행신동, 명성프라자) 110호",37.6184381,126.8455531
996,본 죽&비빔밥 남양주다산지금점,"경기도 남양주시 다산지금로 127 (다산동, 다산지금지구 근생8-1) 1층 103호",37.6016355,127.1744505
997,본 죽&비빔밥 파주운정역점,"경기도 파주시 경의로1240번길 31 (와동동, 현해프라자) 107호",37.7282179,126.7627348
998,본 죽&비빔밥 성남중앙시장점,"경기도 성남시 수정구 수정로 131 (태평동, 낙원스카이뷰) 105호 본죽&비빔밥 성남중앙시장점",37.442059,127.134655
999,본설렁탕 광교중앙점,"경기도 수원시 영통구 센트럴타운로 106 (이의동, 센트럴프라자) 107호",37.2927376,127.0501574
1000,본도시락 의정부금오점,"경기도 의정부시 장곡로596번길 15 (신곡동, 우정프라자) 107호",37.749278,127.0694741
1001,본도시락 의왕역점,경기도 의왕시 신장승길 29 (삼동) 퍼스트힐 1층,37.3206138,126.9570952
1002,본 죽&비빔밥 김포장기초당마을점,"경기도 김포시 김포한강2로 96 (장기동, 계림프라자투) 101호",37.6388926,126.6727827
1003,본 죽&비빔밥 오산수청점,"경기도 오산시 내삼미로 83 (수청동, 센타프라자) 1층, 101호",37.1696464,127.0660073
1004,본 죽&비빔밥 부천여월점,"경기도 부천시 여월로 72 (여월동, 여월프라자) 101호",37.5117693,126.8063007
1005,본도시락 남양주호평점,경기도 남양주시 천마산로16번길 5 (호평동) 1층 101호,37.6638396,127.2481594
1006,본도시락 김포구래점,"경기도 김포시 김포한강8로 332 (구래동, 호반베르디움 더 레이크 3차) 103호",37.6455553,126.6327329
1007,본 죽&비빔밥 이천하이닉스점,경기도 이천시 부발읍 경충대로 2100 (아미리) 107호,37.2525338,127.4899266
1008,본도시락 일산탄현점,"경기도 고양시 일산서구 탄현로 95 (탄현동, 탄현마을10단지) 1층",37.6999269,126.7680325
1009,본 죽&비빔밥 분당야탑역점,"경기도 성남시 분당구 성남대로926번길 6 (야탑동, 야탑 대덕프라자) 205호",37.4121577,127.1298637
1010,본 죽&비빔밥 철산역점,"경기도 광명시 오리로 857 (철산동, 일청빌딩) 205호",37.4749016,126.8662685
1011,본 죽&비빔밥 평택법원점,"경기도 평택시 평남로 1015 (동삭동, 서재프라자) 103호",37.0093427,127.0983146
1012,본 죽&비빔밥 부천고강점,경기도 부천시 역곡로 491 (고강동) 1층,37.5285603,126.8156206
1013,본 죽&비빔밥 포천일동점,경기도 포천시 일동면 소야길 17 (기산리) 1층,37.9560126,127.3145057
1014,본 죽&비빔밥 수원파장점,"경기도 수원시 장안구 정자로 155 (정자동, 훼미리치과) 본죽",37.3048885,126.992631
1015,본 죽&비빔밥 산본중심점,"경기도 군포시 산본로323번길 26-18 (산본동, 거성빌딩1차) 102호",37.3591574,126.9309771
1016,본도시락 동두천점,경기도 동두천시 평화로2313번길 7-5 (지행동) 1층,37.8940388,127.0571581
1017,본도시락 삼송점,경기도 고양시 덕양구 삼송로 222 (삼송동) 현대 헤리엇 상가 2층 229호,37.6531312,126.8986824
1018,본도시락 남양주마석점,경기도 남양주시 화도읍 경춘로 1943 (창현리) 미리내빌딩 1층,37.6514701,127.304259
1019,본도시락 용인수지구청점,"경기도 용인시 수지구 풍덕천로148번길 4 (풍덕천동, 하나마트) 102호",37.3238829,127.0978463
1020,본도시락 병점점,경기도 화성시 효행로 1016 (진안동) 102호,37.2124059,127.0388292
1021,본 죽&비빔밥 남양주금곡점,"경기도 남양주시 금곡로 72 (금곡동, 센타프라자) 1층",37.6345001,127.2111479
1022,본도시락 화성향남점,"경기도 화성시 향남읍 행정중앙2로 63-34 (행정리, 명신프라자2) 1층",37.13059,126.9225346
1023,본 죽&비빔밥 부천오정점,"경기도 부천시 오정로 246 (오정동, 신오빌딩2) 1층",37.5293791,126.7862849
1024,본도시락 고덕삼성점,경기도 평택시 고덕여염12길 116 (고덕동) 1층,37.0424906,127.054116
1025,본 죽&비빔밥 시흥거모점,"경기도 시흥시 군자로 507 (거모동, 군자프라자) 113호",37.3447995,126.7852918
1026,본 죽&비빔밥 양주고읍점,경기도 양주시 고읍남로 15 (광사동) 마들프라자 104호,37.7947231,127.0799578
1027,본도시락 파주문산점,경기도 파주시 문산읍 우계로 424 (선유리) 1층 113호,37.8567343,126.7974747
1028,본도시락 일산동국대병원점,"경기도 고양시 일산동구 위시티로 25 (식사동, 부경빌딩) 1층",37.6754955,126.8079156
1029,본 죽&비빔밥 평택고덕국제점,"경기도 평택시 고덕중앙로 200-4 (고덕동, 우성고덕타워) 1층 120호",37.0477733,127.0442098
1030,본 죽&비빔밥 파주문산점,"경기도 파주시 문산읍 문향로75번길 19-12 (문산리, 삼성멀티프라자) 1층",37.8586791,126.7844405
1031,본설렁탕 의정부금오점,"경기도 의정부시 부용로 105 (금오동, 프레티넘프라자2) 1층 107호",37.7512937,127.0693544
1032,본 죽&비빔밥 광주능평점,경기도 광주시 오포읍 능평로 221 (능평리) 1층,37.3441401,127.1791114
1033,본 죽&비빔밥 광주탄벌점,경기 광주시 포돌이로 6-1 (탄벌동) 1층,37.4151226,127.2504332
1034,본 죽&비빔밥 원흥지구점,"경기도 고양시 덕양구 도래울로 54 (도내동, 도래올빌딩) 106호",37.6306827,126.8695918
1035,본 죽&비빔밥 안산본오점,"경기도 안산시 상록구 샘골로 144 (본오동, 유경빌딩) 103호",37.2966193,126.8633526
1036,본 죽&비빔밥 시흥능곡점,"경기도 시흥시 승지로59번길 1 (능곡동, 건아빌딩) 103호",37.3692092,126.8099669
1037,본도시락 수원정자점,경기도 수원시 장안구 정자천로 179 (정자동) 1층,37.2961328,126.9951142
1038,본도시락 행신역점,경기도 고양시 덕양구 소원로 111 (행신동) 라온팰리스오피스텔 1층 102호,37.6130593,126.8353645
1039,본설렁탕 파주운정점,경기도 파주시 청암로17번길 31 (목동동) 110호,37.7284902,126.7359063
1040,본도시락 남양주평내점,경기도 남양주시 경춘로1308번길 4 (평내동) 1층,37.6500996,127.238339
1041,본 죽&비빔밥 하남감일점,"경기도 하남시 감일백제로 105 (감이동, 신성메디타워) 107호",37.5046789,127.161231
1042,본 죽&비빔밥 분당카페거리점,"경기 성남시 분당구 정자일로 230 (정자동, 동양정자파라곤) 113호",37.3701427,127.1066661
1043,본 죽&비빔밥 광주양벌점,"경기 광주시 오포읍 양벌로 207 (양벌리, 백두산빌딩) 1층",37.3783011,127.2543811
1044,본 죽&비빔밥 마석역점,경기 남양주시 화도읍 마석중앙로 76 (마석우리) 1층,37.6519494,127.3081085
1045,본 죽&비빔밥 김포신곡점,경기 김포시 고촌읍 수기로 115 (신곡리) 센트럴타워 103호,37.5934718,126.7636061
1046,본 죽&비빔밥 송탄점,경기도 평택시 관광특구로 13 (서정동) 101호,37.0672305,127.0605462
1047,본 죽&비빔밥 구리한대병원점,"경기 구리시 경춘로 160 (교문동, 도양빌딩) 1층",37.6004756,127.1330145
1048,본 죽&비빔밥 일산덕이점,경기 고양시 일산서구 덕이동 1543 금문프라자 101호,37.6990688,126.7535604
1049,본죽 평택소사벌점,"경기 평택시 평남로 858 (비전동, 삼성타워) 1층",37.0001292,127.1115767
1050,본죽 부천팰리스중동시장점,"경기도 부천시 장말로216번길 3 (중동, 팰리스카운티) 103호",37.4923331,126.766188
1051,본 죽&비빔밥 수원세류점,"경기도 수원시 권선구 권선로 550 (세류동, 태봉빌딩) 101호",37.2627044,127.0115603
1052,본 죽&비빔밥 일산정발산점,"경기 고양시 일산동구 일산로 452 (정발산동, 일산프라자)",37.6740494,126.7769728
1053,본 죽&비빔밥 화성조암점,경기 화성시 우정읍 조암동로10번길 13 (조암리) 101호,37.0865671,126.8227702
1054,본도시락 구리인창점,경기도 구리시 동구릉로53번길 4 (인창동),37.6054396,127.1336694
1055,본 죽&비빔밥 서판교점,"경기 성남시 분당구 운중로 140 (운중동, 메트로골드) 1층",37.3912531,127.0785396
1056,본 죽&비빔밥 성남고등점,경기 성남시 수정구 청계산로 686 (고등동) 반도아이비밸리 110호,37.4272753,127.0939366
1057,본 죽&비빔밥 기흥역점,"경기도 용인시 기흥구 기흥역로58번길 10 (구갈동, 기흥역센트럴푸르지오) 3동 108호",37.2734234,127.1198039
1058,본죽 분당수내푸른마을점,"경기도 성남시 분당구 돌마로366번길 42 (수내동, 동한프라자)",37.367179,127.1267477
1059,본 죽&비빔밥 동탄꼬모점,경기도 화성시 동탄대로 198 (산척동) 102호,37.1721233,127.1073075
1060,본죽 수원화서점,"경기 수원시 팔달구 일월로22번길 3 (화서동, 현승빌딩) 102호",37.2855577,126.9800598
1061,본 죽&비빔밥 고양화정점,"경기 고양시 덕양구 화신로272번길 3 (화정동, 대경프라자 II) 1층",37.6310206,126.8309946
1062,본설렁탕 수지상현점,"경기 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) R-B127호",37.3003296,127.0717872
1063,본 죽&비빔밥 봉담신도시점,경기 화성시 봉담읍 매봉로 443 1층 103호,37.2239401,126.9473799
1064,본 죽&비빔밥 남양주진접점,"경기도 남양주시 진접읍 해밀예당3로 60 (금곡리, 호평프라자) 104호",37.7151382,127.1984011
1065,본도시락 의정부민락지구점,경기도 의정부시 용민로 477 (민락동),37.7514469,127.1180681
1066,본 죽&비빔밥 화정명지병원점,경기 고양시 덕양구 화중로138번길 5-3 (화정동) 1층,37.6396339,126.832651
1067,본 죽&비빔밥 수지상현점,"경기도 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자) B동 109호",37.3067226,127.0848651
1068,본죽 수원정자백설마을점,"경기도 수원시 장안구 대평로90번길 16 (정자동, 대일프라자)",37.2963253,126.9937255
1069,본죽 김포통진점,경기 김포시 통진읍 조강로 62-1 (서암리) 1층,37.6911652,126.5991506
1070,본 죽&비빔밥 마북교동마을점,"경기도 용인시 기흥구 마북로 164 (마북동, 테라스가든A빌딩) 106호",37.303958,127.1243006
1071,본도시락 안양호계점,"경기 안양시 동안구 흥안대로 94 (호계동, 리치밸리) 104호",37.3692095,126.9552292
1072,본 죽&비빔밥 시흥목감역점,"경기도 시흥시 목감우회로 39 (목감동, 목감시티프라자) 105호",37.3818829,126.8603365
1073,본도시락 경기광주경안점,경기도 광주시 중앙로 76 (역동) 1층,37.4071571,127.2603627
1074,본 죽&비빔밥 남양주가운점,"경기도 남양주시 가운로1길 1 (다산동, 드림프라자) 105호",37.604457,127.1585613
1075,본 죽&비빔밥 김포걸포점,"경기 김포시 걸포2로 83 (걸포동, 한강메트로자이1단지) 105호",37.6331164,126.7010504
1076,본도시락 경기광주태전점,"경기도 광주시 태봉로 161 (태전동, 힐스테이트 태전2차 에듀포레) 근린생활시설동 1층 109호",37.3790565,127.2321506
1077,본죽 동수원점,"경기도 수원시 팔달구 권광로 373 (우만동, 월드메르디앙 아파트) 월드메르디앙단지상가121-105호",37.2808409,127.0340698
1078,본죽 평택청북점,경기 평택시 청북읍 안청로 328 (옥길리) 104호,37.0171879,126.9159718
1079,본 죽&비빔밥 구리인창점,"경기도 구리시 건원대로34번길 25 (인창동, 신아월드코아) 제 2층 204호",37.6045869,127.1417628
1080,본 죽&비빔밥 구일산점,"경기도 고양시 일산서구 고봉로 291 (일산동, 에이스스타디움) 126호",37.6852975,126.7772742
1081,본도시락 별내점,경기도 남양주시 별내5로5번길 4-23 (별내동),37.6504525,127.1138184
1082,본도시락 서판교점,경기도 성남시 분당구 판교공원로2길 21 (판교동) 102호,37.3896693,127.0921203
1083,본 죽&비빔밥 동탄솔빛나루점,"경기도 화성시 동탄솔빛로 58 (반송동, 동유프라자) 104호",37.1937529,127.074046
1084,본도시락 원흥역점,경기도 고양시 덕양구 권율대로 690 (원흥동) 동원로열듀크2차 203동 102호,37.6508606,126.8752434
1085,본도시락 화성봉담점,경기도 화성시 봉담읍 상봉길 31 (지맨프라자) 110호,37.2175342,126.9522624
1086,본 죽&비빔밥 의정부금오점,"경기도 의정부시 청사로47번길 15 (금오동, 골드피아) 104호",37.7521557,127.0690095
1087,본 죽&비빔밥 이천점,경기도 이천시 서희로59번길 3-2 (창전동) 2층,37.2807833,127.4424744
1088,본도시락 부천상동점,"경기도 부천시 송내대로265번길 17 (상동, 효성프라자) 104호",37.5068658,126.7579769
1089,본죽 부천범박점,"경기도 부천시 범안로 118 (범박동, 신한은행365) 영플러스 101호",37.471349,126.8089631
1090,본도시락 산본점,"경기도 군포시 번영로 508 (금정동, 신산빌딩) 104호",37.3579274,126.9339084
1091,본도시락 시흥시청점,"경기도 시흥시 시청로68번길 10 (장현동, 봉빈빌딩) 102호",37.3809401,126.8008251
1092,본도시락 부천옥길점,"경기도 부천시 범안로219번길 19 (옥길동, 부천옥길자이) 상가 203호",37.4639621,126.8126655
1093,본 죽&비빔밥 안산고잔법원점,"경기도 안산시 단원구 광덕서로 78 (고잔동, 대한법조) 대한법조타운 118호",37.3116444,126.8277985
1094,본 죽&비빔밥 시흥시화점,"경기도 시흥시 중심상가2길 8 (정왕동, 중앙빌딩) 102호",37.3457285,126.7362489
1095,본 죽&비빔밥 시흥배곧타운점,"경기도 시흥시 배곧4로 32-9 (정왕동, 골든프라자) 111호",37.3768086,126.7272129
1096,본 죽&비빔밥 화성송산점,경기도 화성시 수노을중앙로 136 (새솔동) 메가타워 109호,37.2847159,126.8182138
1097,본죽 부천도당점,"경기도 부천시 삼작로 298 (도당동, 대영빌딩)",37.5200354,126.7948706
1098,본도시락 하남미사점,경기도 하남시 미사강변중앙로111번길 58 (풍산동),37.5585039,127.1905672
1099,본죽 남양주월산점,경기도 남양주시 화도읍 경춘로2290번길 4 (남양주월산사랑으로부영1단지) 101호,37.6559729,127.341882
1100,본죽 김포양곡점,경기도 김포시 양촌읍 양곡2로 30 (김포메디컬시티) 103호,37.6540901,126.6275722
1101,본 죽&비빔밥 김포풍무역점,경기도 김포시 유현로238번길 31 (풍무동) 웅신타워 109호,37.6113971,126.7328464
1102,본 죽&비빔밥 용인동백역점,"경기도 용인시 기흥구 동백3로11번길 8-1 (중동, 제일프라자) 1층",37.2697607,127.1538906
1103,본죽 별내로데오점,"경기도 남양주시 별내3로 66 (별내동, 오션타워) 104호",37.6467053,127.1212147
1104,본 죽&비빔밥 고양향동점,경기도 고양시 덕양구 향기4로 1 (향동동) (중흥메디프라자) 109호,37.6006999,126.8952168
1105,본도시락 안양동점,경기도 안양시 만안구 박달로 541 (박달동),37.4027451,126.9127386
1106,본죽 용인동천래미안점,"경기도 용인시 수지구 동천로113번길 10 (동천동, 한빛마을래미안이스트팰리스2단지) 상가동2블럭 14호",37.3367567,127.0904508
1107,본죽 화성남양점,경기도 화성시 남양읍 남양성지로 177,37.2113006,126.8214983
1108,본도시락 시흥은계점,"경기도 시흥시 대은로103번길 7 (대야동, 신화프라자) 102호",37.4462056,126.7986188
1109,본 죽&비빔밥 광명역점,"경기도 광명시 덕안로77번길 5 (일직동, 지웰에스테이트) 1층 103호",37.4214598,126.8844454
1110,본 죽&비빔밥 미사역점,"경기도 하남시 미사강변남로 103 (망월동, 미사랑데르Ⅲ) 113호",37.5610822,127.1932982
1111,본도시락 다산중앙점,"경기도 남양주시 다산순환로 355 (다산동, 으뜸웰 타워) 으뜸웰타워 204 호",37.6251993,127.1561123
1112,본도시락 다산지금점,"경기도 남양주시 다산지금로 124-73 (다산동, 다산지금지구F3-3-4)",37.6011857,127.172765
1113,본 죽&비빔밥 용인마평점,"경기도 용인시 처인구 금령로 147 (마평동, 한솔빌딩)",37.2351191,127.2126604
1114,본 죽&비빔밥 성남중앙병원점,경기도 성남시 중원구 산성대로476번길 6 (금광동) 1층,37.4537319,127.1614828
1115,본죽 평택팽성점,경기도 평택시 팽성읍 동서촌로 73,36.9647841,127.0601904
1116,본 죽&비빔밥 고양신원점,경기도 고양시 덕양구 신원로1길 22 (신원동),37.6625354,126.8891237
1117,본 죽&비빔밥 용인물푸레마을점,경기도 용인시 기흥구 구성3로28번길 32 (청덕동) 일월프라자 107호,37.2964488,127.1521324
1118,본 죽&비빔밥 용인한숲점,경기도 용인시 처인구 남사면 한숲로 45 1층 126호 (한숲스퀘어옐로우),37.1528184,127.1700465
1119,본 죽&비빔밥 시흥은계점,"경기도 시흥시 은계번영길 5 (은행동, 은계푸리마타워) 은계푸리마타워 103호",37.4369143,126.801612
1120,본 죽&비빔밥 부천역점,"경기도 부천시 부일로 448 (심곡동, 프리존빌딩) 1층 103호",37.4859817,126.7802076
1121,본도시락 평택소사벌점,경기도 평택시 비전4로 47 (비전동) 106호,37.0024639,127.1145754
1122,본 죽&비빔밥 전곡점,경기도 연천군 전곡읍 전곡로 147,38.025281,127.068558
1123,본 죽&비빔밥 수원천천점,"경기도 수원시 장안구 만석로5번길 12-10 (천천동, 중앙프라자)",37.2954938,126.9830872
1124,본도시락 수원고색산업단지점,"경기도 수원시 권선구 산업로156번길 142-10 (고색동, 수원벤처밸리∥) A-111호",37.238445,126.9864565
1125,본 죽&비빔밥 이천마장점,경기도 이천시 마장면 오천로 49 마장더퍼스트 1층,37.2528337,127.3533988
1126,본죽 광명하안점,"경기도 광명시 하안로 294-9 (하안동, 양정빌딩) 104호",37.462547,126.880998
1127,본 죽&비빔밥 고양원당점,경기도 고양시 덕양구 호국로 780 (성사동) 1층,37.6558497,126.8357017
1128,본 죽&비빔밥 가평점,경기도 가평군 가평읍 가화로 116,37.8300626,127.513817
1129,본죽 시흥삼미시장점,"경기도 시흥시 삼미시장1길 19 (신천동, 늘푸른교회) 삼미상가 A-106",37.4406085,126.7839241
1130,본설렁탕 안산선부점,경기도 안산시 단원구 선부광장1로 56 (선부동),37.336609,126.810717
1131,본죽 성남신흥동점,"경기도 성남시 수정구 공원로 322 (신흥동, 신동아파라디움) 101호",37.4433206,127.152081
1132,본죽 부천라일락마을점,"경기도 부천시 도약로 25 (상동, 대동프라자) 102호",37.5127897,126.7518924
