,매장명,매장주소,lat,lng
478,본도시락 부산부전점,부산광역시 부산진구 새싹로 37 (부전동),35.1608547,129.0563368
479,본 죽&비빔밥 부산엄궁점,부산광역시 사상구 엄궁북로 24 (엄궁동) 1층 (구-올드팝),35.1283533,128.9727954
480,본도시락 부산중앙역점,부산광역시 중구 해관로 71-2 (중앙동4가) 1층,35.1053246,129.0352835
481,본죽 부산금련산점,부산광역시 수영구 남천동로108번길 31 (남천동),35.1466853,129.1130352
482,본죽 해운대중동점,부산광역시 해운대구 중동1로 17 (중동) 1층,35.1635378,129.1618527
483,본죽 부산주례점,부산광역시 사상구 가야대로 288 창조센츄리아파트 상가1층 103호,35.1500801,129.004055
484,본 죽&비빔밥 부산오륙도SK점,"부산광역시 남구 오륙도로 85 (용호동, 오륙도에스케이뷰아파트) 오륙도SK뷰 단지내상가 201동 105호",35.1030157,129.1193262
485,본 죽&비빔밥 부산사하구청점,부산광역시 사하구 낙동대로 398 (당리동),35.1034691,128.9747053
486,본 죽&비빔밥 부산동래점,부산광역시 동래구 충렬대로 211 (명륜동),35.2025831,129.0825285
487,본도시락 부산부경대점,"부산광역시 수영구 황령대로473번길 15 (남천동, 남천엑슬루타워) 108호",35.1401475,129.1063592
488,본죽 부산명지오션시티점,부산광역시 강서구 명지오션시티4로 75 (명지동) 서린프라자 102호,35.0822731,128.9039564
489,본도시락 부산대연점,"부산광역시 남구 수영로 237 (대연동, 대연메디타워) 101호",35.135417,129.0926269
490,본죽 부산대학병원점,부산광역시 서구 구덕로 204 (부민동1가) 1층,35.1027734,129.0201206
491,본죽 부산서면점,부산광역시 부산진구 동천로 74 (전포동) 2층,35.1552396,129.0625278
492,본죽 부산고신대병원점,부산광역시 서구 감천로 271 정림비치타운상가 106호,35.0813152,129.0171947
493,본 죽&비빔밥 부산부경대경성대점,부산광역시 남구 용소로 46-1 (대연동),35.1331899,129.1008915
494,본죽 부산용호점,부산광역시 남구 분포로 113 LG매트로시티 1005동 110호,35.129786,129.109571
495,본도시락 부산해운대장산역점,"부산광역시 해운대구 세실로 30 (좌동, 경동지플러스) 1층 104호",35.1679606,129.1797386
496,본 죽&비빔밥 부산명지국제중앙점,부산광역시 강서구 명지국제8로 240 (명지동) 국제메디칼빌딩103호,35.0978297,128.9188877
497,본도시락 부산정관점,부산광역시 기장군 정관읍 정관5로 12 (동원로얄듀크2차아파트) 상가228동 137호,35.319023,129.1750523
498,본죽 부산감천동점,부산광역시 사하구 감천로 47 (감천동),35.090953,128.9978176
499,본도시락 부산엄궁점,"부산광역시 사상구 엄궁북로 40 (엄궁동, 엄궁롯데캐슬리버) 1상가 510동 101호",35.1278818,128.974493
500,본죽 부산시청점,"부산광역시 연제구 중앙대로 1032, 1층(연산동)",35.180615,129.0776064
501,본 죽&비빔밥 부산괴정점,부산광역시 사하구 낙동대로 231 (괴정동),35.0994108,128.9917276
502,본죽 부산초읍점,부산광역시 부산진구 새싹로 183 세동한신아파트 정문,35.1724512,129.0489278
503,본도시락 부산수영점,"부산광역시 수영구 수영로 649, 1층(광안동)",35.163759,129.1140682
504,본도시락 부산하단점,"부산광역시 사하구 승학로2번길 1, 1층10호(당리동, 하단시장)",35.1062868,128.969483
505,본도시락 부산개금점,"부산광역시 부산진구 복지로 70 (개금동, 개금현대I아파트) 221동 101호",35.1478547,129.0186104
506,본도시락 부산부민점,부산광역시 서구 구덕로214번길 9,35.1038356,129.020558
507,본죽 부산남포점,부산광역시 중구 비프광장로 39 (남포동5가),35.0983547,129.0293077
508,본죽 부산구남점,부산광역시 북구 백양대로 1028 (구포동) 거림맥스랜드빌딩 104호,35.1972333,128.9955318
509,본도시락 부산법조타운점,"부산광역시 연제구 법원로32번길 10 (거제동, 협성프라자빌딩) 1층 104호",35.1913172,129.0745478
510,본도시락 부산화명점,"부산광역시 북구 화명대로 68 (화명동, 이편한세상화명힐스) 208호",35.2336766,129.0160184
511,본죽 해운대센텀점,"부산광역시 해운대구 센텀동로 123, 상가동 5호(재송동,더샵센텀스타)",35.1779777,129.1241141
512,본도시락 부산영도점,부산광역시 영도구 남항로9번길 34 (남항동1가),35.0911908,129.0385469
513,본도시락 부산덕천점,부산광역시 북구 백양대로 1191 (구포동) 2층,35.208704,129.0050643
514,본죽 부산만덕점,부산광역시 북구 덕천로 243 (만덕동),35.2108449,129.0308395
515,본 죽&비빔밥 부산하단점,부산광역시 사하구 낙동대로 460 (당리동),35.1060315,128.9689328
516,본죽 부산명장역점,부산광역시 동래구 명장로20번길 32 (명장동) 1층,35.2045141,129.1015585
517,본죽 부산서동점,부산광역시 금정구 서동로 163 (서동) 1층,35.2147771,129.1044244
518,본죽 부산학장점,부산광역시 사상구 학감대로123번길 89 삼성2차아파트상가동 101호,35.1405872,128.9833803
519,본죽 부산카이저수정역점,"부산광역시 북구 금곡대로 166 (화명동, 롯데캐슬카이저) 본상가동 B104호",35.2220606,129.0106434
520,본도시락 부산역점,부산광역시 동구 중앙대로 196번길 6-5 부산빌딩1층,35.1139602,129.0400422
521,본죽 부산광안역점,부산광역시 수영구 광안동 506-31,35.1565435,129.1131069
522,본죽 해운대좌2동점,"부산광역시 해운대구 좌동순환로 308 (좌동, 송강빌딩)",35.1686788,129.1825625
523,본도시락 부산센텀시티점,부산광역시 해운대구 APEC로 17 (우동) 센텀리더스마크 1층 109호,35.1659261,129.1324308
524,본도시락 부산대점,부산광역시 금정구 금정로 86 (장전동),35.2322038,129.0869568
525,본죽 부산배산역점,부산광역시 연제구 연수로 233 1층,35.1736329,129.096348
526,본죽 부산당감점,부산광역시 부산진구 동평로 107 (부암동),35.1660402,129.0411584
527,본죽 부산가야점,"부산광역시 부산진구 가야대로 613 (가야동, 유림아파트) 유림상가101호",35.1554745,129.0391358
528,본죽 부산반여점,부산광역시 해운대구 선수촌로 101 (반여동) 성훈빌딩 1층,35.2027792,129.1192416
529,본죽 부산문현점,부산광역시 남구 전포대로20번길 26 한화꿈에그린 제피101동 제지하3층,35.1378174,129.0690301
530,본죽 부산모라점,부산광역시 사상구 백양대로 883 (모라동) 동원@상가 10동 108호,35.1850789,128.9908316
531,본죽 부산동삼점,부산광역시 영도구 웃서발로 79 (동삼동),35.0790611,129.0708691
532,본 죽&비빔밥 정관신도시점,"부산광역시 기장군 정관읍 정관로 560 (정관읍, 마치빌딩) 마치빌딩 1층 103호",35.321356,129.1750986
533,본 죽&비빔밥 해운대수비오거리점,부산광역시 해운대구 해운대로 403 (우동) 1층 104호,35.1680974,129.1403405
534,본죽 부산역점,부산광역시 동구 중앙대로 207-1 (초량동) 2층,35.1159101,129.0396694
535,본죽 부산부곡점,부산광역시 금정구 중앙대로1719번길 9 (부곡동),35.2377518,129.0916091
536,본죽 부산구서점,부산광역시 금정구 중앙대로1945번길 12 (구서동) 번지,35.2580907,129.090621
537,본죽 부산남산점,부산광역시 금정구 금단로 202 (남산동),35.2668734,129.0933358
538,본죽 부산영도점,부산광역시 영도구 태종로 127-1,35.0914443,129.0437316
539,본죽 부산다대점,"부산광역시 사하구 다대로 483 (다대동, 현대빌딩) 101호",35.0614077,128.97633
540,본죽 부산장림동점,부산광역시 사하구 다대로 273 (장림동),35.0779393,128.9775655
541,본죽 부산사상점,부산광역시 사상구 사상로 218 (괘법동) 호림빌딩 1층,35.1645505,128.9837365
542,본죽 부산덕천점,부산광역시 북구 덕천2길 42-1 (덕천동),35.2093256,129.0076691
543,본죽 부산숙등역(부민병원)점,부산광역시 북구 만덕대로 68 (덕천동),35.2115482,129.0123204
544,본죽 부산양정점,부산광역시 부산진구 동평로 367 (양정동),35.1750148,129.0655009
545,본죽 부산부전점,부산광역시 부산진구 서면문화로 9 (부전동) 2층,35.15846,129.0574606
546,본죽 부산범내골역점,부산광역시 부산진구 범일로 185 (범천동),35.1466908,129.0589704
547,본죽 부산서면시장점,부산광역시 부산진구 중앙대로 701-4 (부전동) 1층,35.1554349,129.0588048
548,본죽 부산광혜병원점,부산광역시 동래구 충렬대로108번길 6 (온천동) 1층,35.2064228,129.0723513
549,본죽 부산사직점,부산광역시 동래구 석사로 4 (사직동),35.1977107,129.0607575
550,본죽 부산온천장점,부산광역시 동래구 중앙대로 1523 (온천동) SK허브스카이 1층 B1-08호,35.2208431,129.0855308
551,본 죽&비빔밥 대구침산네거리점,대구광역시 북구 침산로 154 (침산동),35.8899274,128.5910235
552,본 죽&비빔밥 대구구병원점,대구광역시 달서구 달구벌대로 1600 (감삼동),35.8515311,128.5417666
553,본 죽&비빔밥 대구목련시장점,대구광역시 수성구 용학로 198 (지산동),35.8217214,128.6301437
554,본 죽&비빔밥 대구수성교점,"대구광역시 수성구 달구벌대로 2315 (수성동4가, 수성 롯데캐슬) 114호",35.8601059,128.6153299
555,본도시락 대구칠곡3지구점,대구광역시 북구 동암로 128-12 (구암동) 1층 101호,35.9429509,128.5644862
556,본도시락 대구율하점,대구광역시 동구 율하동 1159 1층,35.8663584,128.6919927
557,본설렁탕 대구칠곡점,대구광역시 북구 동천로23길 30-23 (동천동) 108호,35.9439684,128.5570746
558,본설렁탕 수성네거리점,대구광역시 수성구 들안로64길 15 (수성동3가) 106호,35.8589297,128.6185733
559,본 죽&비빔밥 대구범물동아백화점점,대구광역시 수성구 용학로 293 (지산동) 1층,35.8218652,128.6402111
560,본 죽&비빔밥 대구신매시장점,"대구광역시 수성구 신매로 91 (신매동, 시지삼주한라협화타운) 112동 106호",35.8379705,128.7076116
561,본도시락 대구현풍점,"대구광역시 달성군 유가읍 테크노중앙대로 254 (봉리, 하이젠스타) 107호",35.6931072,128.4582125
562,본 죽&비빔밥 대구서부정류장점,대구광역시 달서구 월배로 457 (송현동) 1층,35.8342081,128.5547926
563,본도시락 대구만촌점,"대구광역시 수성구 달구벌대로 2690 (만촌동, 만촌화성파크드림2차) 상가105호",35.8538342,128.6551929
564,본도시락 대구다사점,대구 달성군 다사읍 매곡리 1521-12 1층,35.8639329,128.4645169
565,본도시락 대구서부정류장점,대구광역시 달서구 학산로 245 (송현동) 1층,35.8339227,128.5533573
566,본 죽&비빔밥 대구연경점,대구광역시 북구 동화천로 237 (연경동) 1층,35.9426066,128.6169567
567,본 죽&비빔밥 대구서구청점,대구광역시 서구 국채보상로 248 (평리동) 1층,35.8708327,128.5581499
568,본 죽&비빔밥 대구칠호광장점,대구광역시 서구 달구벌대로 1727-1 (내당동) 2층,35.8570273,128.5542608
569,본 죽&비빔밥 대구율하점,"대구 동구 안심로16길 47 (율하동, 율하동 타임스퀘어) 114호",35.8632576,128.6937409
570,본도시락 대구시지점,대구광역시 수성구 신매로 32 (신매동) 1층,35.832299,128.7075231
571,본도시락 대구범물지산점,대구광역시 수성구 지범로39길 11-10 (범물동) 1층,35.8209239,128.6414962
572,본도시락 동대구역점,대구광역시 동구 효신로 69 (신천동),35.8774453,128.6317098
573,본 죽&비빔밥 대구동성로중앙점,대구광역시 중구 중앙대로 388 (동성로3가),35.8676526,128.5937592
574,본 죽&비빔밥 대구사월점,"대구광역시 수성구 달구벌대로 3304 (신매동, 사월화성파크드림) 상가110동 2호",35.8355988,128.7165883
575,본 죽&비빔밥 대구매천점,대구광역시 북구 학정로 50 (태전동),35.9132342,128.548063
576,본 죽&비빔밥 대구알파시티점,"대구광역시 수성구 알파시티2로 27 (시지동, 수성메트로)",35.8400563,128.6919877
577,본 죽&비빔밥 대구구지점,대구광역시 달성군 구지면 과학마을로 48,35.6555852,128.4185551
578,본죽 대구세천점,대구광역시 달성군 다사읍 세천로 160 (북죽곡엠코타운더솔레뉴) 301동 101호,35.8739142,128.4788319
579,본도시락 대구이시아폴리스점,대구광역시 동구 팔공로51길 3 (봉무동) 114호,35.9227726,128.6408116
580,본 죽&비빔밥 대구대명영대병원점,대구광역시 남구 중앙대로 141 (대명동),35.8458991,128.5901614
581,본도시락 대구용산점,대구광역시 달서구 한들로 15. 1층,35.8481073,128.528857
582,본죽 대구황금동점,대구광역시 수성구 청수로 202 (지산동),35.839007,128.6299513
583,본죽 대구유천점,대구광역시 달서구 조암남로 170 (유천동) 신성메디타워 1층 108호,35.815659,128.5165028
584,본죽 대구월배점,대구광역시 달서구 상원로 142 상인자이아파트 상가동105호,35.8213211,128.5304093
585,본죽 대구대봉교점,대구광역시 남구 명덕로 322,35.8548441,128.6051377
586,본도시락 대구성서점,대구광역시 달서구 계대동문로 123 성서우방타운 118동 113호,35.8567832,128.5059488
587,본 죽&비빔밥 대구가톨릭병원점,대구광역시 남구 두류공원로 91 1층,35.8446192,128.5688143
588,본 죽&비빔밥 대구효성타운점,대구광역시 남구 효성로 58 (봉덕동) 1층,35.8383842,128.598961
589,본죽 대구칠곡동아백화점점,대구광역시 북구 구암로 103,35.9324554,128.5520339
590,본죽 대구화원점,대구광역시 달성군 화원읍 사문진로 447,35.8037327,128.4974241
591,본죽 대구현풍점,대구광역시 달성군 현풍면 현풍중앙로 46-1,35.6936296,128.4459853
592,본 죽&비빔밥 대구테크노폴리스점,대구광역시 달성군 현풍읍 테크노중앙대로 243 (타임스퀘어) 1층 107호(타임스퀘어),35.6921368,128.4573959
593,본죽 대구송라시장점,대구광역시 동구 동부로 19,35.87425,128.614802
594,본도시락 대구두류점,대구광역시 달서구 달구벌대로 1726-12 1층,35.8559568,128.5544513
595,본 죽&비빔밥 칠곡경북대병원점,대구광역시 북구 호국로 807-35 1층,35.9562411,128.5661916
596,본도시락 대구범어점,대구광역시 수성구 상록로2길 72 (범어동),35.8627532,128.6254418
597,본 죽&비빔밥 대구경북대병원점,대구광역시 중구 동덕로 129 (삼덕동2가),35.8661724,128.6032131
598,본 죽&비빔밥 대구중구남산점,"대구광역시 중구 달구벌대로 1950 (남산동, 남산그린타운) 1층",35.8626341,128.5771179
599,본 죽&비빔밥 대구상인롯데점,"대구광역시 달서구 상인서로 103-6 (상인동, 리젠트프라자)",35.8183944,128.5395789
600,본도시락 대구신서혁신점,대구광역시 동구 첨복로 27 (신서동) 104호,35.8784547,128.7328016
601,본죽 대구반야월점,대구광역시 동구 금강로 16 (동호동) 1층,35.8663459,128.7243458
602,본도시락 대구동성로점,대구광역시 중구 중앙대로 417.1층,35.8703464,128.5936958
603,본 죽&비빔밥 대구MBC네거리점,대구광역시 수성구 동대구로 389 (범어동),35.8652571,128.6262868
604,본죽 대구남문시장점,"대구광역시 중구 명륜로 72(남산동,1층)",35.86113,128.5923053
605,본 죽&비빔밥 대구금호점,대구광역시 북구 내곡로 36 (사수동),35.8988177,128.5098717
606,본 죽&비빔밥 대구대곡역점,대구광역시 달성군 화원읍 비슬로 2727 1층,35.8099583,128.5130627
607,본 죽&비빔밥 대구동산병원점,대구광역시 중구 국채보상로 468 (대신동) 1층,35.8703242,128.5819117
608,본 죽&비빔밥 대구달서구청점,"대구광역시 달서구 학산로 7길 5 월성동, 월성동서타운)",35.8285714,128.5317256
609,본도시락 대구침산점,대구광역시 북구 침산로 153 명성푸르지오아파트 104동 1층 D2-3호,35.8893078,128.5900885
610,본 죽&비빔밥 대구만촌이마트점,대구광역시 수성구 동원로 135 네트로팔레스상가 821동 107호,35.8700776,128.6347589
611,본 죽&비빔밥 대구북구청점,대구광역시 북구 원대로 91 (노원동1가),35.8856777,128.5817435
612,본 죽&비빔밥 대구파티마병원점,대구광역시 동구 아양로 77 (신암동) 1층,35.8830961,128.6222036
613,본도시락 대구영남대병원점,대구광역시 남구 대명로 282-1,35.8434735,128.5871275
614,본 죽&비빔밥 대구성서점,대구광역시 달서구 이곡동로 23 (이곡동),35.854267,128.5100132
615,본죽 대구팔달시장점,대구광역시 서구 팔달로 178 (원대동3가),35.888403,128.5695326
616,본 죽&비빔밥 대구칠곡점,대구광역시 북구 학정로 429 로데오프라자 101호,35.9430706,128.5632386
617,본도시락 대구엑스코점,대구광역시 북구 유통단지로8길 76 (산격동) 2층,35.9055305,128.612897
618,본죽 대명안지랑점,대구광역시 남구 대명로 163 (대명동),35.8393411,128.5756026
619,본죽 대구만촌역점,대구광역시 수성구 달구벌대로 2602 (만촌동),35.8581909,128.6470131
620,본죽 대구감삼드림시티점,대구광역시 달서구 장기로 240 (장기동),35.8437661,128.5342419
621,본도시락 대구수성점,"대구광역시 수성구 달구벌대로 2315 (수성동4가, 수성 롯데캐슬) 상가 108호",35.8601059,128.6153299
622,본죽 대구칠곡관음점,대구광역시 북구 칠곡중앙대로 483 103동 1403호,35.9389235,128.549309
623,본죽 대구두산[트럼프월드]점,대구광역시 수성구 상화로 142 (두산동),35.8352819,128.6224918
624,본 죽&비빔밥 대구용산장기점,대구광역시 달서구 용산로 141 그랜드M 타워,35.8501307,128.5301261
625,본 죽&비빔밥 대구시지점,대구광역시 수성구 달구벌대로 3188 아레나 스포츠센타 1층,35.8403253,128.7052207
626,본도시락 대구월배점,대구광역시 달서구 상원로 117 (상인동),35.8189715,128.5310323
627,본 죽&비빔밥 대구신서혁신지구점,대구광역시 동구 첨단로8길 1 미소빌딩 104호,35.8791652,128.7304934
628,본죽 대구수성뉴타운쌍용예가점,"대구광역시 수성구 명덕로 477 (범어동, 범어쌍용예가아파트) 쌍용예가 상가 118호",35.8546706,128.6219415
629,본 죽&비빔밥 대구성당뉴타운점,대구광역시 달서구 당산로 39 성당 래미안 e-편한세상,35.8409506,128.5444522
630,본죽 대구이시아폴리스점,대구광역시 동구 팔공로51길 11 (봉무동) 107호,35.9229628,128.6398261
631,본도시락 대구경북대학교점,대구광역시 북구 대학로17길 5 (산격동),35.8928313,128.6087384
632,본죽 대구방촌시장점,대구광역시 동구 동촌로 214-1 (방촌동),35.8820194,128.6636607
633,본도시락 대구경대병원역점,"대구광역시 중구 동덕로 109 (삼덕동2가, 아진맨션아파트) 1층",35.8645281,128.6025929
634,본죽 대구침산점,대구광역시 북구 호암로 30 (칠성동2가),35.882365,128.5938578
635,본죽 대구진천역점,"대구광역시 달서구 월배로 71 (진천동, 진천트윈팰리스) 진천트윈팰리스 1층 106호",35.8143061,128.5221484
636,본죽 대구서재점,대구광역시 달성군 다사읍 서재로 121,35.8743961,128.4970285
637,본 죽&비빔밥 대구동성로점,대구광역시 중구 동성로 57 (동성로2가),35.8719026,128.5955654
638,본 죽&비빔밥 내당삼익뉴타운점,대구광역시 서구 평리로 254 (내당동) 삼능빌딩 B동,35.8625819,128.5515025
639,본죽 대구중동교점,대구광역시 수성구 청수로 11 (중동),35.8412726,128.6093232
640,본죽 대구수성구청점,대구광역시 수성구 달구벌대로 2474 (범어동) 1층,35.8585223,128.6333199
641,본죽 대구복현동점,대구광역시 북구 동북로 280 (복현동),35.8929718,128.6204154
642,본죽 대구산격점,"대구광역시 북구 동북로 163 (산격동, 산격대우아파트) 101동 104호",35.9007956,128.6114256
643,본죽 대구동서변점,"대구 북구 호국로 219 (서변동, 대성골든프라자1차) 132호",35.9213059,128.5988481
644,본죽 대구방촌점,"대구광역시 동구 화랑로80길 8 (방촌동, 우방강촌마을아파트) 우방강촌마을 147-103",35.8764407,128.6657885
645,본죽 대구다사죽곡점,대구광역시 달성군 다사읍 달구벌대로 889 1층 102호,35.8573757,128.4662761
646,본죽 대구성서강창역점[동산병원],"대구광역시 달서구 호산로 125 (파호동, 삼성명가타운상가) 1층 122호",35.8514181,128.4754015
647,본죽 대구대곡점,대구광역시 달서구 한실로 95 (도원동) 1층,35.8069855,128.5371196
648,본죽 동대구시장점,대구광역시 동구 신암로 72 (신암동),35.87797,128.6085565
649,본죽 대구옥포점,대구광역시 달성군 옥포면 돌미상업로 9. 1층 109호,35.7818061,128.4419045
650,본 죽&비빔밥 인천마전동점,인천광역시 서구 마전동 1140-5 102호,37.6082113,126.6683746
651,본 죽&비빔밥 인천인하대역점,"인천광역시 미추홀구 독배로 311 (용현동, 비젼프라자) 1층 제102호",37.4481463,126.6491201
652,본 죽&비빔밥 인천청라호수공원점,인천광역시 서구 청라한내로 96 (청라동) 하엘에스페이스 제 1층 102호,37.533852,126.627887
653,본도시락 인천계양구청점,"인천광역시 계양구 도두리로 33 (계산동, 상산빌딩) 104호",37.5341049,126.738124
654,본 죽&비빔밥 인천갈산점,"인천광역시 부평구 주부토로 182 (갈산동, 승전빌딩) 104호",37.5113078,126.7263215
655,본 죽&비빔밥 인천도화점,"인천광역시 미추홀구 숙골로87번길 2 (도화동, 센타프라자) 센터프라자 101호",37.4701339,126.66299
656,본 죽&비빔밥 인천소래역점,인천광역시 남동구 앵고개로 928 (논현동) 115호,37.4017932,126.733912
657,본 죽&비빔밥 인천작전동점,인천광역시 계양구 효서로 233 (작전동),37.5280966,126.7220574
658,본 죽&비빔밥 송도랜드마크시티더샵점,"인천광역시 연수구 랜드마크로 68 (송도동, 랜드마크시티센트럴더샵) 1층 79호",37.415667,126.6199381
659,본도시락 영종하늘도시점,인천광역시 중구 자연대로 37 (중산동) 스카이가든 115호,37.4881823,126.5598887
660,본 죽&비빔밥 인천보훈병원점,인천광역시 미추홀구 인주대로 148 (용현동) 115호,37.455966,126.6534051
661,본 죽&비빔밥 인천부평부개동점,"인천광역시 부평구 길주남로 158 (부개동, 부개프라자) 부개프라자 109호",37.5035857,126.7394035
662,본도시락 송도글로벌캠퍼스점,"인천광역시 연수구 송도문화로28번길 28 (송도동, 송도글로벌캠퍼스푸르지오) 201동 115호",37.3766923,126.6536904
663,본 죽&비빔밥 인천한화에코점,인천광역시 남동구 에코중앙로156번길 5-21 (논현동) 101호,37.3919967,126.7267175
664,본 죽&비빔밥 인천계양점,"인천광역시 계양구 계산새로 71 (계산동, 하이베라스) D동 107호",37.5386558,126.7360621
665,본 죽&비빔밥 인천제물포역점,인천광역시 미추홀구 수봉로27번길 4 (숭의동) 101호,37.463572,126.6565767
666,본 죽&비빔밥 인천경인교대역점,인천광역시 계양구 계양대로 157 (계산동) 1층,37.538008,126.7221669
667,본도시락 인천논현점,"인천광역시 남동구 앵고개로847번길 80-9 (논현동, 뉴가산시티) 1층 121호",37.3992972,126.7235028
668,본 죽&비빔밥 인천동암역점,인천광역시 부평구 열우물로 22 (십정동) 부림빌딩 1층,37.4702645,126.7013897
669,본 죽&비빔밥 송도글로벌캠퍼스점,"인천 연수구 송도문화로28번길 28 (송도동, 송도글로벌캠퍼스푸르지오) 203동 3-127호",37.3766923,126.6536904
670,본 죽&비빔밥 송도퍼스트파크점,"인천광역시 연수구 컨벤시아대로230번길 42 (송도동, 송도아라플라자) 109호",37.3880856,126.6349147
671,본설렁탕 인천루원시티점,인천 서구 새오개로111번안길 19-1 (신현동) 108호,37.5224504,126.6633955
672,본 죽&비빔밥 인천선학점,인천 연수구 선학동 411-1 1층,37.4242357,126.6974982
673,본죽 인천학익점,인천광역시 미추홀구 매소홀로 468 (학익동) 목향빌딩내 1층,37.4393615,126.6739491
674,본 죽&비빔밥 인천경서점,"인천광역시 서구 경서로69번길 12 (경서동, 상현빌딩)",37.5587337,126.6522331
675,본죽 인천임학역점,인천광역시 계양구 장제로 899 (임학동),37.5470052,126.7399534
676,본 죽&비빔밥 인천백운역점,인천광역시 부평구 경원대로 1254 (산곡동),37.488585,126.709462
677,본도시락 인천검단점,"인천광역시 서구 원당대로 638 (당하동, 경원하이뷰) 101호",37.5934468,126.6718767
678,본도시락 인천삼산점,인천광역시 부평구 장제로 226 (부개동) 1층 일부,37.5057122,126.7314304
679,본 죽&비빔밥 구월아시아드점,"인천광역시 남동구 인하로 616 (구월동, 커뮤니티프라자) 1층 111호",37.442524,126.7152048
680,본죽 인천관교점,인천광역시 남동구 문화서로4번길 40 (구월동) 1층,37.4447446,126.6970956
681,본죽 부평영아사거리점,인천광역시 부평구 마장로 396-1 (청천동) 1층,37.5135199,126.704206
682,본 죽&비빔밥 인천논현점,"인천광역시 남동구 논고개로 117 (논현동, 메트로타워) 101호",37.4016866,126.7238651
683,본도시락 영종도운서점,"인천광역시 중구 영종대로 120 (운서동, 두손에어파스텔) 1층 102호",37.4948184,126.4926531
684,본 죽&비빔밥 인천용현2동점,인천광역시 미추홀구 낙섬중로 98 (용현동),37.4560473,126.6410865
685,본 죽&비빔밥 인천주안점,"인천광역시 미추홀구 미추홀대로 716 (주안동, 메인프라자) 104호",37.4612992,126.6806169
686,본도시락 인천청라점,"인천광역시 서구 청라라임로 57 (청라동, 영화블렌하임)",37.5327165,126.6528873
687,본 죽&비빔밥 인천연희연세병원점,인천광역시 서구 서곶로369번길 22 (연희동) 104호,37.5506129,126.6744695
688,본 죽&비빔밥 영종운서넙디점,인천광역시 중구 영종대로327번길 4 (운서동) 1층,37.4819666,126.5073925
689,본 죽&비빔밥 인천신기점,인천광역시 미추홀구 인하로 255 (주안동),37.4484326,126.6766164
690,본도시락 인천서창점,인천광역시 남동구 서창방산로158번길 2 (서창동) 허브빌딩,37.42712,126.7597298
691,본죽 인천구월점,"인천광역시 남동구 성말로13번길 15 (구월동, 메인프라자) 메인프라자 127호",37.4462791,126.7018166
692,본도시락 인천구월점,인천광역시 남동구 선수촌공원로 25 103호,37.4412795,126.7097701
693,본죽 인천서운점,인천광역시 계양구 효서로 366 (작전동) 1층,37.527683,126.736868
694,본죽 인천부평남부역점,인천광역시 부평구 경인로 951 (부평동) 1층,37.4877421,126.725367
695,본죽 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, B-103호",37.3881981,126.6650323
696,본죽 인천검단점,인천광역시 서구 완정로 144 프라임타워 108호,37.6012224,126.6601906
697,본죽 인천석바위점,인천광역시 남구 경원대로864번길 10 (주안동) 아카데미프라자 1층 103호,37.4595803,126.6902257
698,본죽 인천삼산점,인천광역시 부평구 체육관로 34 (삼산동) 이리옴프라자 102호,37.5082843,126.7354673
699,본 죽&비빔밥 송도신도시점,인천광역시 연수구 컨벤시아대로 69 송도밀레니엄 1층 136호,37.3957057,126.6509615
700,본죽 인천효성점,인천광역시 계양구 안남로 571 (효성동) 1층,37.5341269,126.7098186
701,본죽 부평부개역점,인천광역시 부평구 수변로 8 파워프라자 112호 (부개동),37.487237,126.7397241
702,본 죽&비빔밥 인천청라신도시점,인천광역시 서구 푸른로8번안길 6 (경서동),37.5251707,126.6293482
703,본도시락 부평역점,"인천광역시 부평구 경원대로 1415 파라움, 1층 102호",37.4915726,126.7263394
704,본 죽&비빔밥 인천부평점,인천광역시 부평구 부평문화로 51 1층,37.4941757,126.7218251
705,본죽 인천호구포역점,"인천광역시 남동구 호구포로 212 (논현동, 대양프라자빌딩) 103호",37.4017667,126.7099061
706,본 죽&비빔밥 인천연수점,인천광역시 연수구 먼우금로 194 (연수동) 두손메카 106호,37.414348,126.6770179
707,본도시락 인천길병원점,"인천광역시 남동구 구월남로 163 (구월동, 토성프라자) 101호",37.4532215,126.7077199
708,본죽 인천간석남부역점,인천광역시 남동구 주안로 231 (간석동) 1층,37.4635081,126.6955926
709,본죽 인천청학점,"인천광역시 연수구 용담로 3 (청학동, 시대아파트) 소망마트상가 101-5호",37.4228435,126.6698625
710,본도시락 인하대점,인천광역시 남구 능해길 8 (용현동) 1층,37.4595298,126.6381911
711,본죽 인천원당점,"인천광역시 서구 원당대로 876 (당하동, 희림타워) 103호",37.5931699,126.6988087
712,본죽 인천롯데캐슬힐스테이트점,"인천광역시 남동구 용천로 82 (구월동, 다옴프라자) 109호",37.4569462,126.7150431
713,본죽 인천가정점,인천광역시 서구 염곡로498번안길 20(가정동) 제이에스프라자 103호,37.5276254,126.670267
714,본죽 인천옥련점,인천광역시 연수구 독배로 41 (옥련동) 인영빌딩 1층,37.4244291,126.6443699
715,본죽 동인천점,"인천광역시 중구 우현로83번길 1 (인현동, 본죽) 1층",37.4743312,126.6302057
716,본죽 인천송림동점,인천광역시 동구 송림로 95-1 (송림동) 1층,37.4762341,126.6452374
717,본죽 공항신도시점,인천광역시 중구 영종대로 84 (운서동) 신공항파크빌1층,37.4949433,126.4885324
